ORIG_FID,CIES_NM_TL,P_R23_2020,STUDY_AREA_SCALE_FACTOR,NO_RUNS,NEED_CENTROID_CHECK,NEED_MAP_CHECK,DONE
123,Andulo,73710.98615,20,0,,,
124,Cuíto,552873.8024,20,0,,,
126,Camacupa,68488.21454,20,0,,,
127,Menongue,240180.4442,20,0,,,
128,Cafunfo,135774.8656,20,0,,,
129,Luena,469685.7523,20,0,,,
130,Saurimo,407724.4711,20,0,,,
131,Lucapa,66770.3024,20,0,,,
132,Dundo,189954.3519,20,0,,,
133,Luau,117541.0296,20,0,,,
134,Cazombo,121209.1483,20,0,,,
135,Shkodër,85983.3918,20,0,,,
136,Durrës,138944.475,20,0,,,
137,Vlorë,80047.95616,20,0,,,
138,Fier,57060.91515,20,0,,,
139,Tiranë,846093.8107,20,0,,,
140,Elbasan,79315.49625,20,0,,,
142,Apo Dhabi,731087.746,20,0,,,
143,Sharqa,4013215.131,20,0,,,
144,Mojamaa Debby Lastasthmar,112412.8235,20,0,,,
145,Mamura,176707.3314,20,0,,,
146,Al-Ayn,742330.3253,20,0,,,
147,Khor Fakan,56834.69742,20,0,,,
148,San Juan,433662.9521,20,0,,,
149,Mendoza,982081.7903,20,0,,,
150,San Salvador De Jujuy,190283.7231,20,0,,,
151,Salta,496342.516,20,0,,,
152,La Rioja,192850.1934,20,0,,,
153,San Martín,77978.01428,20,0,,,
154,Libertador General San Martín,48307.16394,20,0,,,
155,San Pedro,51048.51236,20,0,,,
156,San Ramón De La Nueva Orán,88391.37029,20,0,,,
157,Concepción,56685.81704,20,0,,,
158,San Miguel De Tucumán,937645.6192,20,0,,,
159,Yacuiba,102935.5994,20,0,,,
160,Tartagal,46579.34143,20,0,,,
161,San Fernando Del Valle De Catamarca,169800.2306,20,0,,,
162,San Rafael,119118.5993,20,0,,,
163,San Carlos De Bariloche,98630.37082,20,0,,,
164,La Banda,346881.7743,20,0,,,
165,San Luis,181063.7801,20,0,,,
166,Villa Carlos Paz,57513.00304,20,0,,,
167,Villa Mercedes,88174.28992,20,0,,,
168,Córdoba,1401361.505,20,0,,,
169,Neuquén,208460.005,20,0,,,
170,Cipolletti,66979.21893,20,0,,,
171,General Roca,77827.9214,20,0,,,
172,Río Cuarto,133705.5016,20,0,,,
173,Villa María,86519.08912,20,0,,,
174,Presidencia Roque Sáenz Peña,90630.29659,20,0,,,
175,Frontera,57287.03519,20,0,,,
176,Santa Rosa,109633.6006,20,0,,,
177,General Pico,49075.01714,20,0,,,
178,Rafaela,79378.05499,20,0,,,
179,Venado Tuerto,60465.58706,20,0,,,
180,Santa Fe,356253.2443,20,0,,,
181,Santo Tomé,59057.71606,20,0,,,
182,Reconquista,100165.9339,20,0,,,
183,Resistencia,401059.8535,20,0,,,
184,Paraná,212514.4062,20,0,,,
185,Corrientes,372529.2489,20,0,,,
186,Rosario,1250063.302,20,0,,,
187,Goya,73681.49926,20,0,,,
188,Formosa,172140.2583,20,0,,,
189,Junín,78977.96388,20,0,,,
190,Pergamino,86350.83316,20,0,,,
191,Comodoro Rivadavia,137353.697,20,0,,,
192,Centro,129053.0312,20,0,,,
193,Puerto Madryn,93134.21715,20,0,,,
194,Trelew,108300.5067,20,0,,,
195,Bahía Blanca,246308.5103,20,0,,,
196,Viedma,68503.79441,20,0,,,
197,Concordia,225412.189,20,0,,,
198,Zárate,81048.53309,20,0,,,
199,Olavarría,69211.98851,20,0,,,
200,Gualeguaychú,61439.36302,20,0,,,
201,Concepción Del Uruguay,52827.214,20,0,,,
202,Campana,60766.23089,20,0,,,
203,Luján,63012.63641,20,0,,,
204,Pilar,100813.5479,20,0,,,
206,Belén De Escobar,70301.70465,20,0,,,
207,Buenos Aires,13495085.77,20,0,,,
208,Posadas,355936.5962,20,0,,,
209,Tristán Suárez,72256.39039,20,0,,,
210,Río Gallegos,118728.2922,20,0,,,
211,La Plata,722693.234,20,0,,,
212,Tandil,103949.0272,20,0,,,
213,Oberá,77176.66762,20,0,,,
214,Eldorado,61805.54056,20,0,,,
215,Necochea,73740.87492,20,0,,,
216,Mar Del Plata,615270.5763,20,0,,,
218,"Güemes, Las Lengas, Los Canelos, Los Pinos, Provincias Unidas",49666.04865,20,0,,,
219,Գ Յ Ո Ւ Մ Ր Ի,91389.4973,20,0,,,
220,Վ Ա Ն Ա Ձ Ո Ր,57111.15222,20,0,,,
221,Ե Ր Եւ Ա Ն,1027346.919,20,0,,,
222,Mandurah,73262.40817,20,0,,,
223,Rockingham,72616.56065,20,0,,,
224,Perth,1256782.137,20,0,,,
225,Hobart,69139.44578,20,0,,,
226,Sheidow Park,101497.7977,20,0,,,
227,Adelaide,932894.3162,20,0,,,
228,Geelong,150202.0718,20,0,,,
229,Ballarat,72084.66533,20,0,,,
230,Wyndham Vale,356229.0152,20,0,,,
231,Melbourne,3796444.523,20,0,,,
232,Woden,50754.09838,20,0,,,
233,Belconnen,74990.8675,20,0,,,
234,Wollongong,152600.3713,20,0,,,
235,Campbelltown,105529.5086,20,0,,,
236,Penrith,108221.5296,20,0,,,
237,Sydney,4111175.201,20,0,,,
238,Newcastle,198581.0123,20,0,,,
239,Toowoomba,82347.78548,20,0,,,
240,Kirwan,91014.04935,20,0,,,
241,Cairns,53196.14111,20,0,,,
242,Marsden,59931.86058,20,0,,,
243,Gold Coast,316465.5547,20,0,,,
244,Logan City,1028375.788,20,0,,,
245,Lindum,61318.69586,20,0,,,
246,Thornlands,94960.24011,20,0,,,
247,Scarborough,55283.80233,20,0,,,
248,Sunshine Coast,76588.20513,20,0,,,
249,Innsbruck,139409.6872,20,0,,,
250,Salzburg,156898.5549,20,0,,,
251,Linz,234929.4104,20,0,,,
252,Klagenfurt,79129.20212,20,0,,,
253,Graz,288529.5429,20,0,,,
254,Wien,2041784.061,20,0,,,
255,Naxçıvan,158891.5688,20,0,,,
256,Gəncə,365671.3601,20,0,,,
257,Şəki,79688.90725,20,0,,,
258,Mingəçevir,128427.1186,20,0,,,
259,Քոսալար,53246.86809,20,0,,,
260,Bərdə,50094.54716,20,0,,,
262,Kürdəmir,51646.93454,20,0,,,
263,Şamaxı,54973.7561,20,0,,,
264,Saatlı,55199.34204,20,0,,,
265,Sabirabad,67468.74071,20,0,,,
266,Cəlilabad,68091.712,20,0,,,
267,Şirvan,95572.75543,20,0,,,
268,Masallı,46367.68453,20,0,,,
269,Sumqayıt,487291.2712,20,0,,,
270,Lənkəran,97422.29025,20,0,,,
271,Bakı,1933333.05,20,0,,,
277,Bujumbura,991019.7544,20,0,,,
279,Bubanza,59076.4383,20,0,,,
280,Rumonge,75502.83692,20,0,,,
284,Nyanza Lac,46987.15518,20,0,,,
287,Kayanza,106450.9316,20,0,,,
290,Makamba,46212.4261,20,0,,,
291,Ngozi,125877.4045,20,0,,,
295,Gitega,148585.1603,20,0,,,
303,Kirundo,48864.54104,20,0,,,
309,Muyinga,91272.44369,20,0,,,
315,Oostende,80804.84023,20,0,,,
316,Brugge,69226.54557,20,0,,,
317,Kortrijk,113330.284,20,0,,,
318,Gent,296912.3451,20,0,,,
319,Mons,124308.4265,20,0,,,
320,La Louvière,100553.6954,20,0,,,
321,Antwerpen,826088.8087,20,0,,,
322,Bruxelles - Brussel,1452223.309,20,0,,,
323,Charleroi,267740.6946,20,0,,,
324,Mechelen,101429.7152,20,0,,,
325,Leuven,78792.90648,20,0,,,
326,Liège,402570.2292,20,0,,,
330,Natitingou,56051.45848,20,0,,,
331,Djougou,116403.5401,20,0,,,
332,Lokossa,83975.71529,20,0,,,
333,Savalou,56901.30717,20,0,,,
334,Bohicon,237368.8882,20,0,,,
335,Ouidah,115936.6167,20,0,,,
336,Tindji,59096.87454,20,0,,,
337,Allada,48312.22075,20,0,,,
338,Dassa-Zoumé,50798.56098,20,0,,,
339,Cotonou,1886178.358,20,0,,,
340,Banikoara,46318.12087,20,0,,,
341,Ouèssè,56162.34945,20,0,,,
342,Parakou,287902.8409,20,0,,,
343,Porto-Novo,609849.7941,20,0,,,
344,Kétou,83330.63335,20,0,,,
345,N/A,49198.0525,20,0,,,
346,Pobè,96151.73559,20,0,,,
347,Kandi,85367.72611,20,0,,,
348,Nikki,53609.89223,20,0,,,
349,Malanville,85066.52818,20,0,,,
350,Niangoloko,55403.97057,20,0,,,
351,Banfora,128468.6849,20,0,,,
352,Bobo-Dioulasso,872704.2445,20,0,,,
354,Solenzo,42337.79317,20,0,,,
359,Houndé,61048.2407,20,0,,,
360,Dédougou,62242.55694,20,0,,,
363,Ouahigouya,70783.184,20,0,,,
364,Koudougou,125110.4309,20,0,,,
369,Ouagadougou,2489700.596,20,0,,,
374,Kaya,87316.457,20,0,,,
378,Boulsa,46775.5291,20,0,,,
381,Pouytenga,72223.91763,20,0,,,
382,Tenkodogo,64534.48157,20,0,,,
388,Dori,45603.89703,20,0,,,
389,Cinkansé,75216.8918,20,0,,,
390,Fada N'Gourma,92906.48259,20,0,,,
396,Ranishankail,41481.22456,20,0,,,
397,Thakurgaon,265388.4035,20,0,,,
398,Panchagarh,158098.812,20,0,,,
399,Pirganj,58300.06455,20,0,,,
401,Setabganj,49609.75679,20,0,,,
402,Bholarhat,76521.50952,20,0,,,
404,Burīmāri,61341.0488,20,0,,,
405,Birganj,65460.29688,20,0,,,
406,Bohula Bāri,98615.41498,20,0,,,
407,Chanpainobabgonj,585753.6952,20,0,,,
408,Domar,61811.23909,20,0,,,
409,Dinajpur,410209.924,20,0,,,
410,Rohanpur,149890.3089,20,0,,,
412,Patgram,53291.18017,20,0,,,
413,"Kalyanpur, Peergachi Chaitdnpur",46173.70126,20,0,,,
414,Nilphamari,151723.3065,20,0,,,
415,Jaldhaka,145730.8741,20,0,,,
416,Saidpur,256436.8297,20,0,,,
417,Godagadi,85262.20343,20,0,,,
418,Parbatipur,71186.57314,20,0,,,
419,Phulbari,82768.29571,20,0,,,
420,Badarganj,61765.1024,20,0,,,
421,Tāluk Bhuban,59681.48142,20,0,,,
422,Paglapir,43913.52692,20,0,,,
423,Gangachhada,48021.56732,20,0,,,
424,Rajshahi,813771.7137,20,0,,,
425,Birampur,82711.15528,20,0,,,
426,Nārāyanpur,52166.46675,20,0,,,
427,Rangpur,967855.6485,20,0,,,
428,Mandrain,43044.05898,20,0,,,
429,Healy,60080.29195,20,0,,,
430,Joypurhat,125279.2941,20,0,,,
431,Nowgaon,441154.9513,20,0,,,
432,Lalmonirhat,178647.0027,20,0,,,
433,Baneshwar,74039.22066,20,0,,,
434,"Shibrām, Sibarām, Sibram",43200.42375,20,0,,,
435,"Bangan, Bangaon, Bongāon",51235.95398,20,0,,,
436,Pirganj,47569.97333,20,0,,,
437,Lalpur,279939.0015,20,0,,,
438,Durlabhpur,55048.20092,20,0,,,
439,Meherpur,105859.5079,20,0,,,
440,Royganj,68151.83072,20,0,,,
441,Palashbari,195739.614,20,0,,,
442,Naldanga,86241.0008,20,0,,,
444,Bishrupur,80853.97878,20,0,,,
445,Nator,230348.0709,20,0,,,
446,"Allahdargāh, Haludbāria, Haluobāri Mirpur",97645.48468,20,0,,,
447,Bongsonahat,100739.265,20,0,,,
448,Kudigram,191809.87,20,0,,,
449,Ulipur,181083.39,20,0,,,
450,Sundarganj,67477.4807,20,0,,,
451,Baguda,1250177.009,20,0,,,
452,Hatia,72647.00963,20,0,,,
453,Mirpur,134818.0941,20,0,,,
454,Satinamari,59770.37964,20,0,,,
455,Gaibandha,250981.971,20,0,,,
456,Chilmari,88634.10269,20,0,,,
457,Bhedamara,129330.8793,20,0,,,
458,Chuadanga,137631.8681,20,0,,,
460,Sonatala,72265.81303,20,0,,,
461,Uttar Baghail,116339.9215,20,0,,,
462,Alamdanga,99741.5147,20,0,,,
463,Saghata,112534.6592,20,0,,,
465,Naodābaga,59950.59964,20,0,,,
466,"Khamarnachkair, Professor Pada",95841.71563,20,0,,,
467,Kushtia,476642.137,20,0,,,
468,Sherpur,219308.219,20,0,,,
469,Sariakandi,98314.59686,20,0,,,
470,Sanandabari,229844.3854,20,0,,,
472,Pabna,499457.9394,20,0,,,
473,"Banshara, Bānsāra, Sanpukhuria, Sondaha, Sonpukhuria",55003.75741,20,0,,,
474,Harinakundu,50378.83279,20,0,,,
475,Pratāb,103363.4348,20,0,,,
477,Islampur,105900.8968,20,0,,,
478,Raiganj,80266.97411,20,0,,,
479,Sirajganj,1834509.326,20,0,,,
480,Kotchandpur,48321.02935,20,0,,,
481,Mahmudpur,101070.7676,20,0,,,
482,Benapole,75687.13331,20,0,,,
483,Faridpur,90215.92257,20,0,,,
484,Birikaya,42619.9375,20,0,,,
485,Madarganj,67478.82405,20,0,,,
486,Salanga,164615.0038,20,0,,,
487,Ataikula,80976.72833,20,0,,,
488,Khoksa,82028.4835,20,0,,,
489,Shailkupa,55115.36007,20,0,,,
490,Jhenaidah,225552.5551,20,0,,,
493,Sujanagar,155246.7098,20,0,,,
494,Kaliganj,78846.09948,20,0,,,
495,Behula,66615.10813,20,0,,,
496,Kayempur,72836.16328,20,0,,,
498,Pangsha,113225.7203,20,0,,,
499,Jhikargachha,49844.37764,20,0,,,
500,Jamalpur,738090.6814,20,0,,,
501,Tarakandi,152951.1616,20,0,,,
502,Yashor,575940.2857,20,0,,,
504,Parulia,45855.74352,20,0,,,
507,Beda,99423.30412,20,0,,,
508,Dhanbari,128438.577,20,0,,,
509,Sataksheera,236958.1031,20,0,,,
510,Kashinathpur,47684.19773,20,0,,,
511,Magura,187119.9632,20,0,,,
512,Patkelghata,69206.23976,20,0,,,
513,Bhuapur,231820.6494,20,0,,,
514,Manirampur,48483.10366,20,0,,,
515,Bhaighat,51599.04772,20,0,,,
517,Keshabpur,44127.92469,20,0,,,
518,"Kāshishwarpur, Kāsiswarpur, Teghāria",47368.23364,20,0,,,
519,Nalitabadi,68102.45846,20,0,,,
520,Tangail,960343.5341,20,0,,,
521,Rajbari,161917.0529,20,0,,,
522,Mirkutia,50336.92893,20,0,,,
523,Madhupur,110088.5687,20,0,,,
524,Nawapara,118893.0922,20,0,,,
525,Dhara,49243.79852,20,0,,,
526,Nadail,79232.5969,20,0,,,
527,Muktagachha,284918.8211,20,0,,,
528,Haluaghat,64522.23377,20,0,,,
529,Delduar,106533.3908,20,0,,,
532,Paikgachha,43383.12911,20,0,,,
534,Phulpur,72038.86832,20,0,,,
535,Khulna,1104426.224,20,0,,,
536,Fulbadia,135877.9519,20,0,,,
537,Faridpur,371449.7624,20,0,,,
538,Mymensingh,708971.9053,20,0,,,
539,Alfadanga,44065.23778,20,0,,,
540,Manikgonj,271600.7489,20,0,,,
541,Tarakanda,53276.37819,20,0,,,
542,Sakhipur,48641.50668,20,0,,,
543,Trishal,188734.1989,20,0,,,
544,Dhaka,26995761.29,20,0,,,
545,Jaigir,67902.73402,20,0,,,
546,Ishwarganj,279117.2981,20,0,,,
548,Durgapur,45274.25102,20,0,,,
549,Valuka,115611.894,20,0,,,
551,Mangla,75197.75817,20,0,,,
552,Sadarpur,44245.94374,20,0,,,
553,Gafargaon,217112.0221,20,0,,,
554,Gopalganj,180469.518,20,0,,,
555,Kathal,54634.57211,20,0,,,
556,Dewanganj,144432.8065,20,0,,,
557,Bagerhat,151744.0213,20,0,,,
558,Netrakona,230204.7625,20,0,,,
559,Rajair,146456.677,20,0,,,
560,Chitalmari,44559.8223,20,0,,,
561,Kotalipara,58071.13645,20,0,,,
563,Shibchar,102964.934,20,0,,,
564,Hossainpur,99567.81167,20,0,,,
565,Pakundia,144883.4912,20,0,,,
566,Madaripur,234004.5255,20,0,,,
567,Kapasia,79426.6086,20,0,,,
568,Kishoreganj,778477.0539,20,0,,,
569,Manoharadi,278191.9293,20,0,,,
570,Swarupkathi,119620.6623,20,0,,,
571,Dharmapasha,42863.58267,20,0,,,
572,Mohanganj,89908.66457,20,0,,,
573,Tadayil,84115.09745,20,0,,,
574,Gournadi,67533.1201,20,0,,,
576,Katiadi,167328.6579,20,0,,,
577,Shariatpur,115314.9476,20,0,,,
578,Chandrapur,42688.18295,20,0,,,
579,Nadia,208408.3472,20,0,,,
580,Bhandaria,75232.23122,20,0,,,
581,Jamalganj,60653.83834,20,0,,,
582,Nikli,124481.2856,20,0,,,
583,"Sonarchar, Sonā Char, Ātiknagar",44395.32148,20,0,,,
584,Jhalkathi,132213.4216,20,0,,,
585,Brahmanbaria,1980332.808,20,0,,,
587,Damudya,50830.39245,20,0,,,
588,"Dasher Jangal, Dāserjangal, Mitrasen Patti",41034.96864,20,0,,,
589,Chengarchar,89919.22347,20,0,,,
590,Gajaria,53433.83195,20,0,,,
591,"Hosennagar, Husainnagar",118195.7336,20,0,,,
592,Homna,529240.1025,20,0,,,
593,Muladi,66030.0371,20,0,,,
594,Barishal,470244.9919,20,0,,,
596,Chandpur,5977868.099,20,0,,,
597,Sunamganj,232664.3168,20,0,,,
599,Ghona,103669.8857,20,0,,,
600,Ostogram,94184.2786,20,0,,,
601,Patuakhali,189751.2717,20,0,,,
602,Akubpur,154659.3194,20,0,,,
603,Haimchar,140761.7453,20,0,,,
604,Sachar,59521.7603,20,0,,,
605,Shibpur,68020.50799,20,0,,,
606,Char Bhairabi,56121.52387,20,0,,,
607,Baniyachan,167448.2916,20,0,,,
608,Lakhai,117916.4318,20,0,,,
609,Fanda Uk,77891.9459,20,0,,,
610,Harinber,88232.67979,20,0,,,
611,Shahbazpur,57430.93874,20,0,,,
612,Lakshmipur,924921.545,20,0,,,
614,Galachipa,43227.88042,20,0,,,
615,Bhola,254233.2516,20,0,,,
616,Chhatak,131490.8399,20,0,,,
617,"Dighali, Gobindaganj, Gobindagunjbazar",78579.12681,20,0,,,
618,Dharmandal,80775.82979,20,0,,,
619,Companyganj,122464.7717,20,0,,,
621,Kalthuri,82879.80097,20,0,,,
622,Habiganj,211854.9702,20,0,,,
623,Madhabpur,298146.5385,20,0,,,
624,Kasba,67567.91764,20,0,,,
625,Jhalam,47049.35588,20,0,,,
626,Shahrasti,94409.01668,20,0,,,
627,Char Didārulla,60813.62459,20,0,,,
628,Shayestaganj,204694.9705,20,0,,,
630,Daulatpur,98654.44815,20,0,,,
631,"Sahidpur, Sayedpur",125591.8814,20,0,,,
632,Char Jāngālia,86449.99379,20,0,,,
633,Sylhet,1333048.084,20,0,,,
634,Sadipur,75292.34886,20,0,,,
635,Chunarughat,137923.0477,20,0,,,
636,Lalmohan,71664.10605,20,0,,,
637,Noakhali,1842391.778,20,0,,,
638,Char Alexander,40896.38706,20,0,,,
639,"Magla Bāzār, Mogalabazar",48228.56396,20,0,,,
640,Moulvibazar,327572.4732,20,0,,,
641,Char Ālgi,41871.16696,20,0,,,
642,Charfashion,55504.39952,20,0,,,
644,Srimangal,253653.3667,20,0,,,
645,Telijuri,59498.64805,20,0,,,
646,Basurhat,537496.4598,20,0,,,
647,Dhākadakshin,73622.15311,20,0,,,
649,Kamalganj,40704.8802,20,0,,,
650,"Raipur, Rāypur",50703.41562,20,0,,,
651,N/A,53248.17605,20,0,,,
652,Kulauda,214827.5677,20,0,,,
653,"Sukhchar, Sukhcharer Hāt",57836.62873,20,0,,,
654,"Umagarh, Umāgar",48895.07702,20,0,,,
655,Bianibazar,141671.0579,20,0,,,
656,Fenny,430728.0675,20,0,,,
657,Fulgaji,44383.20928,20,0,,,
658,Sonāgāzi,66085.87915,20,0,,,
659,Badlekha,88056.239,20,0,,,
661,Muhuriganj,65787.67584,20,0,,,
662,Barrairhat,99800.40206,20,0,,,
663,Mirsarai,104075.5067,20,0,,,
664,Sandwip,168553.8564,20,0,,,
665,Ramgarh,55821.86347,20,0,,,
666,Chattagram,5334096.679,20,0,,,
669,Khagdachhadi,75649.08344,20,0,,,
671,Raujan,106219.9273,20,0,,,
673,Chandnaish,274390.7004,20,0,,,
674,Rangunia,176869.6812,20,0,,,
675,Khānkhānābād,82444.35998,20,0,,,
676,Rangamati,93127.65589,20,0,,,
677,Banshkhali,46050.36362,20,0,,,
679,Satkania,364644.1367,20,0,,,
680,Malayābād,100625.0984,20,0,,,
681,Jāliākāta,96347.07602,20,0,,,
684,Chakaria,153390.2036,20,0,,,
685,Bandarban,42063.12751,20,0,,,
686,Maheshkhali,64663.48357,20,0,,,
687,Coxbazar,394148.9593,20,0,,,
688,Eedgaon,67536.78618,20,0,,,
693,Teknaf,61360.53906,20,0,,,
694,Sofiya,1087482.883,20,0,,,
696,Plévin,58846.18023,20,0,,,
697,Plovdiv,344939.223,20,0,,,
698,Rousse,158600.9712,20,0,,,
699,Стара Загора,85926.75887,20,0,,,
700,Burgas,139606.6285,20,0,,,
701,Varna,315176.9938,20,0,,,
702,Manama,1394831.316,20,0,,,
703,Nassau,257738.3324,20,0,,,
704,Banja Luka,120739.1369,20,0,,,
705,Zenica,71973.23526,20,0,,,
706,Mostar,56610.44606,20,0,,,
707,Sarajevo,290661.2195,20,0,,,
708,Tuzla,70345.5292,20,0,,,
709,Grodno,390918.0224,20,0,,,
710,Brest,398084.9638,20,0,,,
711,Baranovici,193653.6454,20,0,,,
712,Molodechno,58635.51047,20,0,,,
713,Galevo,172561.0163,20,0,,,
714,Minsk,2074897.784,20,0,,,
715,"Navapolatsk, Novopolotsk, Polotskiy, Navapolack",112396.8664,20,0,,,
716,Zhodino,117395.979,20,0,,,
717,Borisov,102869.807,20,0,,,
718,Bobruysk,193474.5082,20,0,,,
719,Vitebsk,407884.0038,20,0,,,
720,О Р Ш А,79160.67973,20,0,,,
721,Mogilev,409354.1842,20,0,,,
722,Gomel,559448.193,20,0,,,
723,Novobelitsa,90546.28849,20,0,,,
724,Belize City,71187.25115,20,0,,,
725,Cobija,79223.01557,20,0,,,
726,La Paz,1885386.919,20,0,,,
728,Riberalta,76340.09856,20,0,,,
729,Oruro,273400.2968,20,0,,,
730,Cochabamba,1132250.662,20,0,,,
731,Trinidad,106977.8823,20,0,,,
732,Potosí,205657.7468,20,0,,,
733,Sucre,195357.6653,20,0,,,
734,Villazón,55193.90389,20,0,,,
735,Tarija,178662.8546,20,0,,,
736,Montero,90451.70899,20,0,,,
737,Santa Cruz De La Sierra,1804480.332,20,0,,,
738,Cruzeiro Do Sul,58257.55388,20,0,,,
739,Tabatinga,87175.46311,20,0,,,
740,Rio Branco,318815.3759,20,0,,,
741,Porto Velho,416015.0818,20,0,,,
742,Coari,55239.99878,20,0,,,
743,Ariquemes,72568.8679,20,0,,,
744,Ji-Paraná,102144.5062,20,0,,,
745,Boa Vista,323344.3246,20,0,,,
746,Cacoal,57365.84336,20,0,,,
747,Manacapuru,67950.97175,20,0,,,
748,Manaus,2216972.19,20,0,,,
749,Vilhena,73010.34965,20,0,,,
750,Itacoatiara,65664.2186,20,0,,,
751,Parintins,75661.72355,20,0,,,
752,Tangará Da Serra,62078.3065,20,0,,,
753,Cáceres,69240.35446,20,0,,,
754,Itaituba,70235.58895,20,0,,,
755,Corumbá,119946.2253,20,0,,,
756,Sorriso,68453.48426,20,0,,,
757,Várzea Grande,753432.5425,20,0,,,
758,Sinop,109830.3171,20,0,,,
759,Santarém,187334.9268,20,0,,,
760,Rondonópolis,186446.611,20,0,,,
761,Ponta Porã,159849.8906,20,0,,,
762,Campo Grande,818241.2886,20,0,,,
763,Uruguaiana,115278.7464,20,0,,,
764,Dourados,168762.4787,20,0,,,
765,Altamira,94433.81105,20,0,,,
766,São Félix Do Xingu,45451.72657,20,0,,,
767,São Borja,47801.40168,20,0,,,
768,Santana,124427.8928,20,0,,,
769,Macapá,438074.8935,20,0,,,
770,Barra Do Garças,61258.71007,20,0,,,
771,Mineiros,53936.08868,20,0,,,
772,Toledo,98813.60619,20,0,,,
773,Sant'Ana Do Livramento,131282.6195,20,0,,,
774,Umuarama,85290.07611,20,0,,,
775,Breves,52508.46914,20,0,,,
776,Cascavel,300753.2039,20,0,,,
777,Jataí,75456.50429,20,0,,,
778,Santo Ângelo,61646.38271,20,0,,,
779,Cianorte,56438.27536,20,0,,,
780,Paranavaí,67376.43863,20,0,,,
781,Ijuí,62057.94383,20,0,,,
782,Parauapebas,177189.249,20,0,,,
783,Redenção,69677.70598,20,0,,,
784,Francisco Beltrão,65064.46515,20,0,,,
