ORIG_FID,CIES_NM_TL,P_R23_2020,STUDY_AREA_SCALE_FACTOR,NO_RUNS,NEED_CENTROID_CHECK,NEED_MAP_CHECK,DONE
69,"Khunzadkheyl??????, Kh?nz?d Kheyl, Kh?nz?d Kh?l, Kh?nz??kh?l, ?????? ???",36734.87155,64,0,,,
71,Jalaal Abad,422736.887,8,0,,,
73,Khost,55949.34561,32,0,,,
76,Jok,39590.06691,8,0,,,
77,T??????mbua,61130.66479,64,0,,,
78,Mo????????????medes,272621.0295,16,0,,,
79,Cabinda,861937.407,16,0,,,
80,Soyo,88350.07906,32,0,,,
81,Luanda,8857710.371,16,0,,,
82,Benguela,389313.02,32,0,,,
83,Lubango,825251.5923,16,0,,,
84,Panguila,42523.11336,4,0,,,
85,Lobito,497007.1694,32,0,,,
86,Chibia,51732.80581,16,0,,,
87,Caxito,66682.07458,8,0,,,
88,Porto Amboim,54014.07713,64,0,,,
89,Sumbe,153407.8427,16,0,,,
91,Bocoio,39193.35036,16,0,,,
92,Cubal,119246.1453,16,0,,,
93,Seles,77361.09,32,0,,,
94,M'Banza Congo,224906.4526,4,0,,,
95,Gabela,145781.6618,16,0,,,
96,Quipungo,49574.02753,32,0,,,
97,Ganda,104134.1316,8,0,,,
98,Caluquembe,75594.78652,4,0,,,
99,Balombo,47788.17753,16,0,,,
100,Xangongo,73172.88313,16,0,,,
102,Matala,193316.8844,32,0,,,
103,Calulo,65640.48095,16,0,,,
104,N'Dalatando,130568.1956,16,0,,,
105,Caconda,59317.55576,32,0,,,
106,Waku Kungo,102440.4626,64,0,,,
107,U??????ge,334176.5435,8,0,,,
109,Negage,67355.55107,32,0,,,
110,Ondjiva,176739.4097,8,0,,,
111,Ca??????la,86853.80597,64,0,,,
113,Santa Clara,61410.92619,32,0,,,
114,Huambo,566508.099,32,0,,,
115,Bailundo,70993.1472,64,0,,,
116,Jamba,37900.33841,64,0,,,
118,Katchiungo,32189.7827,64,0,,,
121,Malanje,690575.6782,16,0,,,
122,Chitembo,29931.88339,32,0,,,
123,Andulo,73710.98615,32,0,,,
124,Cu??????to,552873.8024,32,0,,,
126,Camacupa,68488.21454,64,0,,,
127,Menongue,240180.4442,32,0,,,
128,Cafunfo,135774.8656,16,0,,,
129,Luena,469685.7523,16,0,,,
130,Saurimo,407724.4711,16,0,,,
131,Lucapa,66770.3024,16,0,,,
132,Dundo,189954.3519,32,0,,,
133,Luau,117541.0296,16,0,,,
134,Cazombo,121209.1483,16,0,,,
135,Shkod??????r,85983.3918,4,0,,,
136,Durr??????s,138944.475,4,0,,,
137,Vlor??????,80047.95616,4,0,,,
138,Fier,57060.91515,4,0,,,
139,Tiran??????,846093.8107,4,0,,,
140,Elbasan,79315.49625,4,0,,,
141,Madina Zayed,28227.8024,16,0,,,
142,Apo Dhabi,731087.746,16,0,,,
143,Sharqa,4013215.131,8,0,,,
144,Mojamaa Debby Lastasthmar,112412.8235,128,0,,,
145,Mamura,176707.3314,64,0,,,
146,Al-Ayn,742330.3253,16,0,,,
147,Khor Fakan,56834.69742,64,0,,,
148,San Juan,433662.9521,8,0,,,
149,Mendoza,982081.7903,16,0,,,
150,San Salvador De Jujuy,190283.7231,8,0,,,
151,Salta,496342.516,16,0,,,
152,La Rioja,192850.1934,16,0,,,
153,San Mart??????n,77978.01428,8,0,,,
154,Libertador General San Mart??????n,48307.16394,16,0,,,
155,San Pedro,51048.51236,16,0,,,
156,San Ram??????n De La Nueva Or??????n,88391.37029,8,0,,,
157,Concepci??????n,56685.81704,8,0,,,
158,San Miguel De Tucum??????n,937645.6192,8,0,,,
159,Yacuiba,102935.5994,32,0,,,
160,Tartagal,46579.34143,16,0,,,
161,San Fernando Del Valle De Catamarca,169800.2306,32,0,,,
162,San Rafael,119118.5993,16,0,,,
163,San Carlos De Bariloche,98630.37082,16,0,,,
164,La Banda,346881.7743,16,0,,,
165,San Luis,181063.7801,16,0,,,
166,Villa Carlos Paz,57513.00304,32,0,,,
167,Villa Mercedes,88174.28992,16,0,,,
168,C??????rdoba,1401361.505,16,0,,,
169,Neuqu??????n,208460.005,16,0,,,
170,Cipolletti,66979.21893,8,0,,,
171,General Roca,77827.9214,8,0,,,
172,R??????o Cuarto,133705.5016,16,0,,,
173,Villa Mar??????a,86519.08912,16,0,,,
174,Presidencia Roque S??????enz Pe??????a,90630.29659,8,0,,,
175,Frontera,57287.03519,16,0,,,
176,Santa Rosa,109633.6006,16,0,,,
177,General Pico,49075.01714,16,0,,,
178,Rafaela,79378.05499,8,0,,,
179,Venado Tuerto,60465.58706,16,0,,,
180,Santa Fe,356253.2443,16,0,,,
181,Santo Tom??????,59057.71606,16,0,,,
182,Reconquista,100165.9339,16,0,,,
183,Resistencia,401059.8535,16,0,,,
184,Paran??????,212514.4062,8,0,,,
185,Corrientes,372529.2489,4,0,,,
186,Rosario,1250063.302,32,0,,,
187,Goya,73681.49926,16,0,,,
188,Formosa,172140.2583,16,0,,,
189,Jun??????n,78977.96388,8,0,,,
190,Pergamino,86350.83316,16,0,,,
191,Comodoro Rivadavia,137353.697,16,0,,,
192,Centro,129053.0312,16,0,,,
193,Puerto Madryn,93134.21715,16,0,,,
194,Trelew,108300.5067,16,0,,,
195,Bah??????a Blanca,246308.5103,16,0,,,
196,Viedma,68503.79441,4,0,,,
197,Concordia,225412.189,8,0,,,
198,Z??????rate,81048.53309,8,0,,,
199,Olavarr??????a,69211.98851,16,0,,,
200,Gualeguaych??????,61439.36302,16,0,,,
201,Concepci??????n Del Uruguay,52827.214,32,0,,,
202,Campana,60766.23089,16,0,,,
203,Luj??????n,63012.63641,16,0,,,
204,Pilar,100813.5479,4,0,,,
205,General Rodr??????guez,38960.40066,32,0,,,
206,Bel??????n De Escobar,70301.70465,32,0,,,
207,Buenos Aires,13495085.77,8,0,,,
208,Posadas,355936.5962,8,0,,,
209,Trist??????n Su??????rez,72256.39039,4096,0,,,
210,R??????o Gallegos,118728.2922,8,0,,,
211,La Plata,722693.234,16,0,,,
212,Tandil,103949.0272,8,0,,,
213,Ober??????,77176.66762,8,0,,,
214,Eldorado,61805.54056,32,0,,,
215,Necochea,73740.87492,16,0,,,
216,Mar Del Plata,615270.5763,16,0,,,
217,R??????o Grande,37872.35635,16,0,,,
218,"G??????emes, Las Lengas, Los Canelos, Los Pinos, Provincias Unidas",49666.04865,32,0,,,
219,? ? ? ? ? ? ?,91389.4973,128,0,,,
220,? ? ? ? ? ? ?,57111.15222,512,0,,,
221,? ? ?? ? ?,1027346.919,16,0,,,
222,Mandurah,73262.40817,8,0,,,
223,Rockingham,72616.56065,8,0,,,
224,Perth,1256782.137,8,0,,,
225,Hobart,69139.44578,32,0,,,
226,Sheidow Park,101497.7977,256,0,,,
227,Adelaide,932894.3162,16,0,,,
228,Geelong,150202.0718,8,0,,,
229,Ballarat,72084.66533,8,0,,,
230,Wyndham Vale,356229.0152,4,0,,,
231,Melbourne,3796444.523,8,0,,,
232,Woden,50754.09838,32,0,,,
233,Belconnen,74990.8675,8,0,,,
234,Wollongong,152600.3713,16,0,,,
235,Campbelltown,105529.5086,16,0,,,
236,Penrith,108221.5296,4,0,,,
237,Sydney,4111175.201,4,0,,,
238,Newcastle,198581.0123,8,0,,,
239,Toowoomba,82347.78548,4,0,,,
240,Kirwan,91014.04935,16,0,,,
241,Cairns,53196.14111,8,0,,,
242,Marsden,59931.86058,32,0,,,
243,Gold Coast,316465.5547,16,0,,,
244,Logan City,1028375.788,8,0,,,
245,Lindum,61318.69586,4,0,,,
246,Thornlands,94960.24011,4,0,,,
247,Scarborough,55283.80233,4,0,,,
248,Sunshine Coast,76588.20513,16,0,,,
249,Innsbruck,139409.6872,4,0,,,
250,Salzburg,156898.5549,8,0,,,
251,Linz,234929.4104,8,0,,,
252,Klagenfurt,79129.20212,8,0,,,
253,Graz,288529.5429,8,0,,,
254,Wien,2041784.061,8,0,,,
255,Nax???????van,158891.5688,16,0,,,
256,G?nc?,365671.3601,16,0,,,
257,??ki,79688.90725,64,0,,,
258,Ming???????evir,128427.1186,32,0,,,
259,???????,53246.86809,4,0,,,
260,B?rd?,50094.54716,64,0,,,
261,X?nd?r?stan,36753.17413,8,0,,,
262,K??????rd?mir,51646.93454,64,0,,,
263,?amax?,54973.7561,32,0,,,
264,Saatl?,55199.34204,64,0,,,
265,Sabirabad,67468.74071,128,0,,,
266,C?lilabad,68091.712,64,0,,,
267,?irvan,95572.75543,16,0,,,
268,Masall?,46367.68453,64,0,,,
269,Sumqay?t,487291.2712,32,0,,,
270,L?nk?ran,97422.29025,32,0,,,
271,Bak?,1933333.05,8,0,,,
272,Rugombo,31808.51941,256,0,,,
273,Nyeshenza,25913.95323,4,0,,,
274,Buganda,28746.64673,512,0,,,
276,Gatumba,26532.49109,1024,0,,,
277,Bujumbura,991019.7544,64,0,,,
279,Bubanza,59076.4383,256,0,,,
280,Rumonge,75502.83692,128,0,,,
284,Nyanza Lac,46987.15518,512,0,,,
286,Muramvya,34957.02485,128,0,,,
287,Kayanza,106450.9316,64,0,,,
290,Makamba,46212.4261,64,0,,,
291,Ngozi,125877.4045,128,0,,,
295,Gitega,148585.1603,128,0,,,
297,Rutana,31248.24696,256,0,,,
303,Kirundo,48864.54104,128,0,,,
307,Ruyigi,35168.90294,128,0,,,
309,Muyinga,91272.44369,64,0,,,
315,Oostende,80804.84023,8,0,,,
316,Brugge,69226.54557,8,0,,,
317,Kortrijk,113330.284,32,0,,,
318,Gent,296912.3451,16,0,,,
319,Mons,124308.4265,32,0,,,
320,La Louvi??????re,100553.6954,16,0,,,
321,Antwerpen,826088.8087,16,0,,,
322,Bruxelles - Brussel,1452223.309,8,0,,,
323,Charleroi,267740.6946,8,0,,,
324,Mechelen,101429.7152,8,0,,,
325,Leuven,78792.90648,8,0,,,
326,Li??????ge,402570.2292,16,0,,,
329,Tanguieta,37408.90795,32,0,,,
330,Natitingou,56051.45848,32,0,,,
331,Djougou,116403.5401,16,0,,,
332,Lokossa,83975.71529,16,0,,,
333,Savalou,56901.30717,16,0,,,
334,Bohicon,237368.8882,128,0,,,
335,Ouidah,115936.6167,16,0,,,
336,Tindji,59096.87454,32,0,,,
337,Allada,48312.22075,16,0,,,
338,Dassa-Zoum??????,50798.56098,32,0,,,
339,Cotonou,1886178.358,16,0,,,
340,Banikoara,46318.12087,16,0,,,
341,Ou??????ss??????,56162.34945,16,0,,,
342,Parakou,287902.8409,16,0,,,
343,Porto-Novo,609849.7941,32,0,,,
344,K??????tou,83330.63335,32,0,,,
345,,49198.0525,32,0,,,
346,Pob??????,96151.73559,16,0,,,
347,Kandi,85367.72611,16,0,,,
348,Nikki,53609.89223,32,0,,,
349,Malanville,85066.52818,16,0,,,
350,Niangoloko,55403.97057,8,0,,,
351,Banfora,128468.6849,16,0,,,
352,Bobo-Dioulasso,872704.2445,8,0,,,
354,Solenzo,42337.79317,32,0,,,
356,Nouna,37925.61555,64,0,,,
359,Hound??????,61048.2407,4,0,,,
360,D??????dougou,62242.55694,32,0,,,
361,Gaoua,31848.85719,64,0,,,
362,Tougan,34049.14084,32,0,,,
363,Ouahigouya,70783.184,16,0,,,
364,Koudougou,125110.4309,64,0,,,
365,Gourcy,37934.66846,16,0,,,
366,Yako,36387.52881,64,0,,,
367,L??????o,31326.13836,16,0,,,
368,Sapouy,29204.15333,4,0,,,
369,Ouagadougou,2489700.596,4,0,,,
370,Djibo,29507.86166,8,0,,,
371,Kongoussi,33864.6471,4,0,,,
372,Kombissiri,27721.79936,64,0,,,
373,Ziniar??????,30358.21257,16,0,,,
374,Kaya,87316.457,4,0,,,
377,Pissila,31685.77304,8,0,,,
378,Boulsa,46775.5291,32,0,,,
380,Tougouri,28605.83707,4,0,,,
381,Pouytenga,72223.91763,32,0,,,
382,Tenkodogo,64534.48157,32,0,,,
383,Koup??????la,29176.50042,128,0,,,
384,Bitou,38446.77787,16,0,,,
386,Manni,33892.50882,8,0,,,
387,Bogand??????,37161.65423,4,0,,,
388,Dori,45603.89703,16,0,,,
389,Cinkans??????,75216.8918,8,0,,,
390,Fada N'Gourma,92906.48259,32,0,,,
396,Ranishankail,41481.22456,32,0,,,
397,Thakurgaon,265388.4035,8,0,,,
398,Panchagarh,158098.812,8,0,,,
399,Pirganj,58300.06455,32,0,,,
400,Boda,26302.59528,16,0,,,
401,Setabganj,49609.75679,32,0,,,
402,Bholarhat,76521.50952,4,0,,,
403,Debiganj,34465.2468,32,0,,,
404,Bur?m?ri,61341.0488,4,0,,,
405,Birganj,65460.29688,16,0,,,
406,Bohula B?ri,98615.41498,4,0,,,
407,Chanpainobabgonj,585753.6952,4,0,,,
408,Domar,61811.23909,16,0,,,
409,Dinajpur,410209.924,16,0,,,
410,Rohanpur,149890.3089,8,0,,,
411,"Baikunathapur, Gandalgaon, Tetulia",34549.81378,4,0,,,
412,Patgram,53291.18017,16,0,,,
413,"Kalyanpur, Peergachi Chaitdnpur",46173.70126,4,0,,,
414,Nilphamari,151723.3065,4,0,,,
415,Jaldhaka,145730.8741,4,0,,,
416,Saidpur,256436.8297,8,0,,,
417,Godagadi,85262.20343,4,0,,,
418,Parbatipur,71186.57314,32,0,,,
419,Phulbari,82768.29571,16,0,,,
420,Badarganj,61765.1024,16,0,,,
421,T?luk Bhuban,59681.48142,4,0,,,
422,Paglapir,43913.52692,16,0,,,
423,Gangachhada,48021.56732,4,0,,,
424,Rajshahi,813771.7137,16,0,,,
425,Birampur,82711.15528,16,0,,,
426,N?r?yanpur,52166.46675,8,0,,,
427,Rangpur,967855.6485,4,0,,,
428,Mandrain,43044.05898,4,0,,,
429,Healy,60080.29195,8,0,,,
430,Joypurhat,125279.2941,8,0,,,
431,Nowgaon,441154.9513,8,0,,,
432,Lalmonirhat,178647.0027,8,0,,,
433,Baneshwar,74039.22066,4,0,,,
434,"Shibr?m, Sibar?m, Sibram",43200.42375,4,0,,,
435,"Bangan, Bangaon, Bong?on",51235.95398,4,0,,,
436,Pirganj,47569.97333,8,0,,,
437,Lalpur,279939.0015,4,0,,,
438,Durlabhpur,55048.20092,8,0,,,
439,Meherpur,105859.5079,16,0,,,
440,Royganj,68151.83072,4,0,,,
441,Palashbari,195739.614,4,0,,,
442,Naldanga,86241.0008,4,0,,,
443,Mujibnagar,36745.53155,4,0,,,
444,Bishrupur,80853.97878,4,0,,,
445,Nator,230348.0709,16,0,,,
446,"Allahdarg?h, Haludb?ria, Haluob?ri Mirpur",97645.48468,8,0,,,
447,Bongsonahat,100739.265,4,0,,,
448,Kudigram,191809.87,8,0,,,
449,Ulipur,181083.39,4,0,,,
450,Sundarganj,67477.4807,4,0,,,
451,Baguda,1250177.009,4,0,,,
452,Hatia,72647.00963,4,0,,,
453,Mirpur,134818.0941,4,0,,,
454,Satinamari,59770.37964,4,0,,,
455,Gaibandha,250981.971,4,0,,,
456,Chilmari,88634.10269,4,0,,,
457,Bhedamara,129330.8793,4,0,,,
458,Chuadanga,137631.8681,16,0,,,
459,Darshana,33109.60306,16,0,,,
460,Sonatala,72265.81303,8,0,,,
461,Uttar Baghail,116339.9215,16,0,,,
462,Alamdanga,99741.5147,16,0,,,
463,Saghata,112534.6592,4,0,,,
464,Jibannagar,35653.14907,32,0,,,
465,Naod?baga,59950.59964,4,0,,,
466,"Khamarnachkair, Professor Pada",95841.71563,4,0,,,
467,Kushtia,476642.137,8,0,,,
468,Sherpur,219308.219,16,0,,,
469,Sariakandi,98314.59686,4,0,,,
470,Sanandabari,229844.3854,4,0,,,
471,Jhaudia,39550.71597,4,0,,,
472,Pabna,499457.9394,4,0,,,
473,"Banshara, B?ns?ra, Sanpukhuria, Sondaha, Sonpukhuria",55003.75741,4,0,,,
474,Harinakundu,50378.83279,4,0,,,
475,Prat?b,103363.4348,4,0,,,
477,Islampur,105900.8968,4,0,,,
478,Raiganj,80266.97411,4,0,,,
479,Sirajganj,1834509.326,4,0,,,
480,Kotchandpur,48321.02935,16,0,,,
481,Mahmudpur,101070.7676,4,0,,,
482,Benapole,75687.13331,32,0,,,
483,Faridpur,90215.92257,4,0,,,
484,Birikaya,42619.9375,4,0,,,
485,Madarganj,67478.82405,4,0,,,
486,Salanga,164615.0038,4,0,,,
487,Ataikula,80976.72833,4,0,,,
488,Khoksa,82028.4835,4,0,,,
489,Shailkupa,55115.36007,8,0,,,
490,Jhenaidah,225552.5551,4,0,,,
492,"B?guri, Kulb?ria",32970.03355,8,0,,,
493,Sujanagar,155246.7098,4,0,,,
494,Kaliganj,78846.09948,8,0,,,
495,Behula,66615.10813,4,0,,,
496,Kayempur,72836.16328,4,0,,,
497,Hajirbagh,38263.65108,4,0,,,
498,Pangsha,113225.7203,4,0,,,
499,Jhikargachha,49844.37764,16,0,,,
500,Jamalpur,738090.6814,4,0,,,
501,Tarakandi,152951.1616,4,0,,,
502,Yashor,575940.2857,4,0,,,
503,Kalaroa,31379.89779,16,0,,,
504,Parulia,45855.74352,4,0,,,
506,Jhanpa,32174.92219,4,0,,,
507,Beda,99423.30412,4,0,,,
508,Dhanbari,128438.577,4,0,,,
509,Sataksheera,236958.1031,8,0,,,
510,Kashinathpur,47684.19773,16,0,,,
511,Magura,187119.9632,4,0,,,
512,Patkelghata,69206.23976,4,0,,,
513,Bhuapur,231820.6494,4,0,,,
514,Manirampur,48483.10366,4,0,,,
515,Bhaighat,51599.04772,4,0,,,
517,Keshabpur,44127.92469,8,0,,,
518,"K?shishwarpur, K?siswarpur, Tegh?ria",47368.23364,4,0,,,
519,Nalitabadi,68102.45846,16,0,,,
520,Tangail,960343.5341,4,0,,,
521,Rajbari,161917.0529,4,0,,,
522,Mirkutia,50336.92893,4,0,,,
523,Madhupur,110088.5687,16,0,,,
524,Nawapara,118893.0922,4,0,,,
525,Dhara,49243.79852,4,0,,,
526,Nadail,79232.5969,4,0,,,
527,Muktagachha,284918.8211,8,0,,,
528,Haluaghat,64522.23377,16,0,,,
529,Delduar,106533.3908,4,0,,,
530,"M?dia, Shan?tan K?ti, Son?tank?ti",28103.91892,4,0,,,
531,Fultala,34620.05294,4,0,,,
532,Paikgachha,43383.12911,8,0,,,
534,Phulpur,72038.86832,16,0,,,
535,Khulna,1104426.224,32,0,,,
536,Fulbadia,135877.9519,8,0,,,
537,Faridpur,371449.7624,8,0,,,
538,Mymensingh,708971.9053,16,0,,,
539,Alfadanga,44065.23778,4,0,,,
540,Manikgonj,271600.7489,4,0,,,
541,Tarakanda,53276.37819,8,0,,,
542,Sakhipur,48641.50668,64,0,,,
543,Trishal,188734.1989,4,0,,,
544,Dhaka,26995761.29,4,0,,,
545,Jaigir,67902.73402,8,0,,,
546,Ishwarganj,279117.2981,4,0,,,
547,Sakhua,38316.65802,4,0,,,
548,Durgapur,45274.25102,16,0,,,
549,Valuka,115611.894,16,0,,,
550,B?tik?m?ri,35917.72143,4,0,,,
551,Mangla,75197.75817,16,0,,,
552,Sadarpur,44245.94374,4,0,,,
553,Gafargaon,217112.0221,8,0,,,
554,Gopalganj,180469.518,4,0,,,
555,Kathal,54634.57211,4,0,,,
556,Dewanganj,144432.8065,4,0,,,
557,Bagerhat,151744.0213,4,0,,,
558,Netrakona,230204.7625,16,0,,,
559,Rajair,146456.677,4,0,,,
560,Chitalmari,44559.8223,4,0,,,
561,Kotalipara,58071.13645,4,0,,,
562,Kalmakanda,33875.74991,16,0,,,
563,Shibchar,102964.934,4,0,,,
564,Hossainpur,99567.81167,4,0,,,
565,Pakundia,144883.4912,4,0,,,
566,Madaripur,234004.5255,8,0,,,
567,Kapasia,79426.6086,4,0,,,
568,Kishoreganj,778477.0539,4,0,,,
569,Manoharadi,278191.9293,4,0,,,
570,Swarupkathi,119620.6623,4,0,,,
571,Dharmapasha,42863.58267,4,0,,,
572,Mohanganj,89908.66457,8,0,,,
573,Tadayil,84115.09745,4,0,,,
574,Gournadi,67533.1201,4,0,,,
576,Katiadi,167328.6579,4,0,,,
577,Shariatpur,115314.9476,4,0,,,
578,Chandrapur,42688.18295,4,0,,,
579,Nadia,208408.3472,4,0,,,
580,Bhandaria,75232.23122,4,0,,,
581,Jamalganj,60653.83834,4,0,,,
582,Nikli,124481.2856,8,0,,,
583,"Sonarchar, Son? Char, ?tiknagar",44395.32148,4,0,,,
584,Jhalkathi,132213.4216,4,0,,,
585,Brahmanbaria,1980332.808,4,0,,,
587,Damudya,50830.39245,4,0,,,
588,"Dasher Jangal, D?serjangal, Mitrasen Patti",41034.96864,4,0,,,
589,Chengarchar,89919.22347,4,0,,,
590,Gajaria,53433.83195,8,0,,,
591,"Hosennagar, Husainnagar",118195.7336,4,0,,,
592,Homna,529240.1025,4,0,,,
593,Muladi,66030.0371,4,0,,,
594,Barishal,470244.9919,8,0,,,
595,,29566.04012,4,0,,,
596,Chandpur,5977868.099,4,0,,,
597,Sunamganj,232664.3168,8,0,,,
598,"Tar Dahali, Tardhali",29440.1317,4,0,,,
599,Ghona,103669.8857,4,0,,,
600,Ostogram,94184.2786,8,0,,,
601,Patuakhali,189751.2717,8,0,,,
602,Akubpur,154659.3194,4,0,,,
603,Haimchar,140761.7453,4,0,,,
604,Sachar,59521.7603,4,0,,,
605,Shibpur,68020.50799,16,0,,,
606,Char Bhairabi,56121.52387,4,0,,,
607,Baniyachan,167448.2916,8,0,,,
608,Lakhai,117916.4318,4,0,,,
609,Fanda Uk,77891.9459,32,0,,,
610,Harinber,88232.67979,8,0,,,
611,Shahbazpur,57430.93874,16,0,,,
612,Lakshmipur,924921.545,4,0,,,
614,Galachipa,43227.88042,4,0,,,
615,Bhola,254233.2516,4,0,,,
616,Chhatak,131490.8399,8,0,,,
617,"Dighali, Gobindaganj, Gobindagunjbazar",78579.12681,4,0,,,
618,Dharmandal,80775.82979,16,0,,,
619,Companyganj,122464.7717,4,0,,,
620,Ashera,33944.40655,4,0,,,
621,Kalthuri,82879.80097,4,0,,,
622,Habiganj,211854.9702,16,0,,,
623,Madhabpur,298146.5385,4,0,,,
624,Kasba,67567.91764,16,0,,,
625,Jhalam,47049.35588,4,0,,,
626,Shahrasti,94409.01668,4,0,,,
627,Char Did?rulla,60813.62459,4,0,,,
628,Shayestaganj,204694.9705,4,0,,,
629,Daulatkhan,35789.61202,4,0,,,
630,Daulatpur,98654.44815,4,0,,,
631,"Sahidpur, Sayedpur",125591.8814,4,0,,,
632,Char J?ng?lia,86449.99379,4,0,,,
633,Sylhet,1333048.084,8,0,,,
634,Sadipur,75292.34886,4,0,,,
635,Chunarughat,137923.0477,8,0,,,
636,Lalmohan,71664.10605,4,0,,,
637,Noakhali,1842391.778,4,0,,,
638,Char Alexander,40896.38706,4,0,,,
639,"Magla B?z?r, Mogalabazar",48228.56396,4,0,,,
640,Moulvibazar,327572.4732,8,0,,,
641,Char ?lgi,41871.16696,4,0,,,
642,Charfashion,55504.39952,4,0,,,
643,Tazumuddin,36237.51114,4,0,,,
644,Srimangal,253653.3667,8,0,,,
645,Telijuri,59498.64805,4,0,,,
646,Basurhat,537496.4598,4,0,,,
647,Dh?kadakshin,73622.15311,4,0,,,
649,Kamalganj,40704.8802,16,0,,,
650,"Raipur, R?ypur",50703.41562,4,0,,,
651,,53248.17605,4,0,,,
652,Kulauda,214827.5677,4,0,,,
653,"Sukhchar, Sukhcharer H?t",57836.62873,4,0,,,
654,"Umagarh, Um?gar",48895.07702,4,0,,,
655,Bianibazar,141671.0579,4,0,,,
656,Fenny,430728.0675,8,0,,,
657,Fulgaji,44383.20928,4,0,,,
658,Son?g?zi,66085.87915,4,0,,,
659,Badlekha,88056.239,16,0,,,
660,"Madhugr?m, Pashchim Madhugr?m, West Madhugram",37759.79197,4,0,,,
661,Muhuriganj,65787.67584,4,0,,,
662,Barrairhat,99800.40206,8,0,,,
663,Mirsarai,104075.5067,4,0,,,
664,Sandwip,168553.8564,4,0,,,
665,Ramgarh,55821.86347,8,0,,,
666,Chattagram,5334096.679,4,0,,,
668,Matiranga,28773.81243,16,0,,,
669,Khagdachhadi,75649.08344,16,0,,,
671,Raujan,106219.9273,4,0,,,
673,Chandnaish,274390.7004,4,0,,,
674,Rangunia,176869.6812,4,0,,,
675,Kh?nkh?n?b?d,82444.35998,4,0,,,
676,Rangamati,93127.65589,32,0,,,
677,Banshkhali,46050.36362,4,0,,,
679,Satkania,364644.1367,4,0,,,
680,Malay?b?d,100625.0984,4,0,,,
681,J?li?k?ta,96347.07602,4,0,,,
682,Matarbari,34169.25266,4,0,,,
683,"Balukh?li, Darbeshk?ta, Demusia",28487.82133,4,0,,,
684,Chakaria,153390.2036,4,0,,,
685,Bandarban,42063.12751,16,0,,,
686,Maheshkhali,64663.48357,4,0,,,
687,Coxbazar,394148.9593,4,0,,,
688,Eedgaon,67536.78618,4,0,,,
691,Hnila,36930.00288,16,0,,,
692,Alikhali,33156.34473,4,0,,,
693,Teknaf,61360.53906,8,0,,,
694,Sofiya,1087482.883,4,0,,,
695,Yana,38856.77328,16,0,,,
696,Pl??????vin,58846.18023,8,0,,,
697,Plovdiv,344939.223,4,0,,,
698,Rousse,158600.9712,8,0,,,
699,????? ??????,85926.75887,4,0,,,
700,Burgas,139606.6285,8,0,,,
701,Varna,315176.9938,8,0,,,
702,Manama,1394831.316,16,0,,,
703,Nassau,257738.3324,16,0,,,
704,Banja Luka,120739.1369,8,0,,,
705,Zenica,71973.23526,8,0,,,
706,Mostar,56610.44606,16,0,,,
707,Sarajevo,290661.2195,16,0,,,
708,Tuzla,70345.5292,4,0,,,
